ID	baseMean	log2FoldChange	padj	Label
RAD9A	142.7	0	0.8831	-
B3GALT6	410.9	0	0.8831	-
CLEC14A	34.6	0.6	0.8831	-
RIC8A	1912.1	0	0.8831	-
EIF3K	1441.8	0	0.8831	-
TUBA8	11	0.4	0.8831	-
DNAH2	8.2	0.3	0.8831	-
CYP4F3	6.9	-0.6	0.8831	-
TRPV2	389.6	0	0.8831	-
SZT2	1227.9	0	0.8831	-
C4orf47	9.1	0.2	0.8831	-
NCKIPSD	441.4	0	0.8831	-
LTB4R	58	0.1	0.8831	-
ADAMTS7P4	16.5	0.1	0.8831	-
CEBPZOS	819.2	0	0.8831	-
CCNT2-AS1	16.3	0.1	0.8831	-
AL355482.1	20.4	0.1	0.8831	-
LENG8-AS1	29	-0.1	0.8831	-
AL050309.1	10	-0.2	0.8831	-
AC044860.1	11.2	0.4	0.8831	-
AC060234.2	120.7	-0.1	0.8831	-
C2CD4D-AS1	18.1	0.2	0.8831	-
DUXAP10	365.8	0.2	0.8831	-
RAD21-AS1	10.4	0.1	0.8831	-
PCDHGB1	180.4	0.1	0.8831	-
PPT2-EGFL8	62.9	-0.1	0.8831	-
AL049597.2	11.5	-0.2	0.8831	-
AL359643.2	11.6	-0.2	0.8831	-
POM121C	954.6	0	0.8831	-
DCP1A	600.2	0	0.8831	-
NPHP3-ACAD11	82.3	-0.5	0.8831	-
BX004987.1	11.9	0.2	0.8831	-
AL359510.2	6.7	-0.2	0.8831	-
NPTN-IT1	55.6	-0.1	0.8831	-
ZNF131	467.8	0	0.8832	-
SERPINB9P1	37.1	0.3	0.8832	-
AC000078.1	6.8	-0.3	0.8832	-
SMG1P1	150.5	0.1	0.8832	-
AL031670.1	10.9	0.2	0.8832	-
FRG1DP	13.5	0.2	0.8832	-
TRAF7	2785.7	0	0.8833	-
ARNTL2	336.7	0	0.8834	-
CERS4	173.2	0.3	0.8834	-
RPRD1B	589	0	0.8834	-
CRTC1	694.7	0	0.8834	-
PSMD11	1041	0	0.8834	-
PPARGC1A	150.7	0.2	0.8834	-
CDKN1B	971.9	0	0.8834	-
ZNF137P	32.4	-0.1	0.8834	-
PKMYT1	8.9	-0.2	0.8834	-
CALU	25024.6	0	0.8834	-
STAMBPL1	242.8	0.1	0.8834	-
SERF2	6540.8	0	0.8834	-
HAX1	820.6	0	0.8834	-
WDR17	70.8	-0.2	0.8834	-
BACH1	1453.3	-0.1	0.8834	-
TMEM144	131	0.1	0.8834	-
CMYA5	499.7	0.1	0.8834	-
WRN	351.6	0	0.8834	-
CDH2	339.4	0.2	0.8834	-
ATF7	1274	0	0.8834	-
PMS2P6	28	-0.1	0.8834	-
RFESD	26.3	-0.1	0.8834	-
TTTY14	18.6	0.4	0.8834	-
LINC00174	109.9	0.1	0.8834	-
RPF2	425.2	0	0.8834	-
C17orf67	31.1	-0.1	0.8834	-
LINC01427	22.4	-0.1	0.8834	-
AL355312.2	13.8	0.3	0.8834	-
C8orf58	338.6	-0.1	0.8834	-
AP006621.2	12.6	0.1	0.8834	-
AC011462.1	201	0	0.8834	-
HERC2P5	39.7	0.1	0.8834	-
AC136944.3	8.1	0.2	0.8834	-
LINC02175	13.9	-0.1	0.8834	-
AC135050.5	8.6	-0.2	0.8834	-
MAGOH2P	7.5	0.3	0.8834	-
GAS5-AS1	8.9	-0.2	0.8834	-
AL117339.4	44.9	0.1	0.8834	-
AP001527.2	10	0.2	0.8834	-
AC007878.1	16.8	-0.1	0.8834	-
MASTL	223.9	0	0.8836	-
EMC4	951.8	0	0.8836	-
SEC14L1	1316.5	0	0.8836	-
GLUD2	14.4	-0.2	0.8836	-
RBP5	66.7	0.1	0.884	-
C12orf10	502.3	0	0.884	-
PCDH7	289.3	-0.5	0.884	-
ELAVL1	1074	0	0.8841	-
TRADD	299.9	0	0.8841	-
TBP	217	0	0.8841	-
RPAP2	729.8	0	0.8841	-
RNF128	32.8	0.1	0.8841	-
AC073896.1	77.8	-0.4	0.8841	-
DBF4B	108	0	0.8841	-
CEP83	189.1	0	0.8841	-
ZNF25	390.8	0	0.8841	-
NT5C1B	18.9	0.2	0.8841	-
AFG3L1P	157.4	0	0.8841	-
GLI4	279.6	0	0.8841	-
ZNF561-AS1	125.9	0.1	0.8841	-
AC024580.1	7.9	-0.2	0.8841	-
LAT2	10.6	-0.2	0.8844	-
ZNF175	262.5	0	0.8844	-
GSG1	30.8	-0.2	0.8844	-
OTX1	16.8	0.5	0.8844	-
TIMM8A	81.5	-0.1	0.8844	-
NUPL2	250.1	0	0.8844	-
PSG7	16.2	0.2	0.8844	-
HHIP-AS1	15.9	0.2	0.8844	-
GTPBP10	364.5	0	0.8845	-
SLC22A15	131.6	0.1	0.8846	-
NMT1	3044.8	0	0.8849	-
PAPOLA	3353.7	0	0.885	-
TMCC3	19.6	-0.2	0.8854	-
EPB41L4B	94.1	0.1	0.8854	-
MAPK8	489.9	0	0.8854	-
LRRC46	16.4	-0.2	0.8854	-
FUBP1	1411.3	0	0.8854	-
ZNF558	441.6	0	0.8854	-
NCOA6	1164.5	0	0.8854	-
TMEM183B	41.3	0.3	0.8854	-
MTND1P23	33.1	-0.1	0.8854	-
AC016065.1	40.4	0.1	0.8854	-
SOCS2-AS1	21.8	-0.1	0.8854	-
AC022893.1	8.6	0.2	0.8854	-
AC009948.2	6.7	0.2	0.8854	-
TBC1D3L	296.4	0.1	0.8854	-
AC109460.2	15.8	0.1	0.8855	-
SELENOI	300.1	0	0.8856	-
MSMO1	310.6	0	0.8857	-
PGAM1P8	18.4	0.2	0.8857	-
HSPG2	15764	0	0.8858	-
ZMYM4	1596.5	0	0.8858	-
DHX32	575.9	0	0.8859	-
TBC1D22A	584.5	0	0.8861	-
KYNU	65.2	0.1	0.8861	-
AC022400.9	34.6	-0.1	0.8861	-
STAMBP	617.3	0	0.8862	-
IQUB	42.2	-0.2	0.8862	-
ZNF606	187.3	0	0.8862	-
PDIA3P1	99.4	0	0.8862	-
ZNF251	536.7	0	0.8862	-
AC109322.1	21.8	0.1	0.8862	-
TRHDE	1356.2	0.1	0.8863	-
KNOP1	287.6	0	0.8864	-
SLIRP	276.6	0	0.8864	-
CAPN7	737.5	0	0.8864	-
TGS1	349.1	0	0.8864	-
ALG10	53.3	-0.1	0.8864	-
CCDC25	924	0	0.8864	-
ANK3	10.5	0.2	0.8864	-
PROM2	17.3	-0.1	0.8864	-
TMEM212	48	0.1	0.8864	-
GTF2IRD1P1	7.8	-0.2	0.8864	-
LINC01814	57.9	-0.1	0.8864	-
ATF7-NPFF	47.6	-0.1	0.8864	-
ABALON	26.8	-0.1	0.8864	-
TTBK2	658.6	0	0.8867	-
SOX15	22.1	-0.2	0.8867	-
DDX54	781.5	0	0.8868	-
LRRC73	8.2	-0.2	0.8871	-
DHODH	92.5	0	0.8872	-
IRF2BPL	1387.6	0	0.8872	-
AL021707.6	8.5	-0.2	0.8872	-
FAM76B	342.7	0	0.8873	-
AC103957.1	18.4	-0.1	0.8873	-
LAT	120.6	-0.1	0.8874	-
AC068987.2	8.2	-0.4	0.8874	-
AC067968.1	21.9	0.4	0.8875	-
CEP126	464	0	0.8876	-
ADAM23	595.8	-0.3	0.8876	-
TXNIP	15451.2	0.1	0.8876	-
AC005839.1	20	-0.1	0.8876	-
MDH1	1485.9	0	0.8878	-
PPP2R5B	464.2	0	0.8878	-
ALMS1	367.2	0	0.8878	-
MREG	90.9	0.1	0.8878	-
SERP1	1901.2	0	0.8878	-
PNKD	395.8	0	0.8878	-
HMGB1P5	200.2	0.1	0.8878	-
RNF224	7.5	-0.2	0.8878	-
AC107375.1	32.1	-0.1	0.8878	-
PTK7	7816.7	0	0.8881	-
CLCF1	124.1	0	0.8881	-
ZNF620	21.1	-0.2	0.8881	-
EGFL7	78.5	0.1	0.8882	-
LINC01722	8.5	-0.2	0.8882	-
KCNMB4	15.4	0.2	0.8883	-
AC108734.4	169.6	-0.2	0.8883	-
AC211476.6	26.7	0.1	0.8883	-
PASK	64.3	-0.1	0.8889	-
CKS2	250.2	0	0.889	-
LYSMD2	62.1	-0.1	0.889	-
RBIS	371	0	0.889	-
AC012676.5	24.8	-0.1	0.889	-
BX470102.2	25.8	0.1	0.889	-
EEF2	60877.2	0	0.8891	-
HSD17B7P2	18.8	0.2	0.8892	-
KIF20A	41.6	0.1	0.8892	-
LMAN2	2145.5	0	0.8892	-
XXYLT1	415.7	0	0.8892	-
AC079630.1	12.6	0.1	0.8892	-
LINC00893	53.7	0.1	0.8892	-
AL117379.1	6.3	-0.2	0.8892	-
ERCC1	1104.5	0	0.8893	-
SLC51A	60	0	0.8893	-
LCORL	229.5	0	0.8893	-
PELI3	246.3	0	0.8894	-
GEMIN4	513.8	0	0.8894	-
REEP2	384.5	-0.1	0.8895	-
RELA-DT	14.7	-0.2	0.8897	-
AGPS	799	0	0.8899	-
ARMH1	46.3	-0.1	0.89	-
PLAUR	381	0	0.8901	-
TMUB1	353.9	0	0.8901	-
POMK	42.8	0.1	0.8901	-
RAB40C	204.1	0	0.8901	-
FTH1P3	12	-0.1	0.8903	-
LPAR2	36.5	0.1	0.8904	-
AC027559.1	41.2	-0.1	0.8904	-
BTBD7	1200	0	0.8907	-
PARP3	368.4	0	0.8908	-
GGT1	47.2	-0.1	0.8908	-
AC008537.2	15.1	-0.1	0.8908	-
UCP2	45.4	0.1	0.891	-
NEMP2	156.1	-0.1	0.891	-
SPAST	506.9	0	0.8911	-
HSPA5	15398	-0.1	0.8911	-
TGFBR3	3881.2	0	0.8911	-
BLMH	392.6	0	0.8911	-
CEP85L	390.8	0	0.8911	-
ADAMTSL3	44.5	-0.1	0.8911	-
C1orf52	276.5	0	0.8911	-
FAM210A	240.7	0.1	0.8911	-
SMIM10L2B	23.5	0.1	0.8911	-
ZNF674-AS1	37.2	0.1	0.8911	-
AC012358.3	14.4	0.1	0.8911	-
AC010245.2	13.5	-0.1	0.8911	-
WASH9P	240.1	0	0.8911	-
RXYLT1-AS1	6.8	0.3	0.8912	-
PLPP6	174.2	0	0.8914	-
MSN	10314.3	0	0.8916	-
ASAH1	3210.2	0	0.8918	-
FOXD1	242.6	0	0.8918	-
ODF2	571.1	0	0.8919	-
ACBD4	239.8	0	0.8919	-
ACAP1	53.1	0.1	0.892	-
FGFR1	15668.1	0	0.892	-
MTMR2	719.6	0	0.892	-
KIAA1549L	112.9	0.2	0.892	-
SP2	342.7	0	0.892	-
ADAMTSL5	419.2	-0.1	0.892	-
ZNF239	51.9	0.1	0.892	-
AC025048.6	18.6	0.7	0.892	-
SC5D	440.6	0	0.8922	-
COIL	270.7	0	0.8922	-
ARRB1	266.4	0.1	0.8923	-
RECQL5	361.7	0	0.8924	-
OIP5	9.3	-0.2	0.8925	-
EIF3C	7309.1	0	0.8926	-
DNAAF4-CCPG1	10.8	1.2	0.8926	-
SRSF12	11.9	0.2	0.8928	-
MAGEL2	26.4	0.1	0.8928	-
SLC16A5	190.2	0	0.8931	-
ITGB3BP	182.4	0	0.8933	-
VPS28	1305.9	0	0.8933	-
SLC13A4	58.1	0	0.8933	-
CMC4	104	0	0.8933	-
AC011472.4	6.3	-0.3	0.8933	-
TMPPE	19.3	-0.1	0.8934	-
BIVM	608.2	0	0.8938	-
AL355916.1	83.3	0	0.8938	-
IL13RA2	229	0.1	0.8939	-
AC002094.5	6.5	0.2	0.8939	-
ZNF207	2677.9	0	0.894	-
ZNF76	435.3	0	0.894	-
PFDN4	381.8	0	0.894	-
WDR20	329.9	0	0.894	-
PAN3	636.1	0	0.894	-
FGD6	246.1	0.1	0.894	-
ZNF587B	93.9	0	0.894	-
SPTLC1	2104.7	0	0.8942	-
ZNF684	59.5	0	0.8942	-
RAB22A	1212.4	0	0.8942	-
TOR1AIP1	3798.8	0	0.8942	-
PGAM1	6292.5	0	0.8942	-
EHBP1L1	1320.6	0	0.8942	-
FAM228B	178.5	0	0.8942	-
DNAJC3-DT	20.1	0.1	0.8942	-
AC097534.1	6.3	-0.3	0.8942	-
AC093899.2	23.6	-0.3	0.8942	-
AC107021.2	9.9	-0.2	0.8942	-
AC097468.3	12	-0.1	0.8942	-
GABRP	8.5	0.2	0.8943	-
STK25	1507.7	0	0.8943	-
SLC5A9	12.6	-0.2	0.8943	-
CHD1	621.4	0	0.8943	-
NMB	74.6	0.1	0.8943	-
AC025678.3	7.7	-0.3	0.8943	-
AC092111.2	11	0.2	0.8945	-
IL10RB-DT	55.1	0.1	0.8946	-
SCFD1	1070.6	0	0.8947	-
VILL	149.6	0.1	0.8947	-
ARPC5L	360.6	0	0.8947	-
YWHAZ	10140.7	0	0.8947	-
ZNF271P	683.8	0	0.8947	-
AC092111.1	314.9	0	0.8947	-
CRLF1	156.2	-0.1	0.8948	-
ARHGAP21	5102.7	0	0.8948	-
RPS6KA1	12.5	0.2	0.8948	-
NUBPL	233.7	0	0.8948	-
GGPS1	511.8	0	0.8948	-
PTDSS2	658.3	0	0.8948	-
FBXW8	548.8	0	0.8948	-
FOXD2	16.2	-0.1	0.8948	-
YY2	49.6	0.1	0.8948	-
PSMD6-AS2	29.4	-0.1	0.8948	-
AC144548.1	7.4	0.2	0.8948	-
AL139384.1	12.3	0.1	0.8948	-
SYNJ2BP-COX16	70.7	0.1	0.895	-
CYTL1	39.5	-0.5	0.8952	-
VN1R1	17.1	0.1	0.8953	-
TCAF1	3133.3	0	0.8953	-
JAZF1-AS1	20.2	0.1	0.8953	-
PLEKHG3	249.9	0	0.8957	-
ZNF503	1143.1	0	0.8957	-
SHOX	7	0.2	0.8957	-
GAS8	254.3	0	0.8958	-
TMEM154	64.5	-0.2	0.8958	-
AC092164.1	7.6	0.2	0.8959	-
ST3GAL3	244.9	0	0.8961	-
MTUS1	523.5	0	0.8961	-
GTF3C6	393.4	0	0.8961	-
UBXN7	1604.4	0	0.8961	-
CALR	20778.1	0	0.8961	-
RUFY2	542.7	0	0.8961	-
WASH8P	297.1	0.1	0.8961	-
AL591895.1	26.2	-0.1	0.8961	-
AC067930.5	23.6	0.1	0.8962	-
AL136382.1	7.2	-0.2	0.8962	-
AC008906.1	10.5	-0.2	0.8964	-
CHMP5	1341.7	0	0.8965	-
TIMM17B	201.5	0	0.8965	-
AKAP9	1462.9	0	0.8965	-
FAXC	11.6	0.3	0.8965	-
SMG1P5	117.5	0	0.8965	-
CIRBP-AS1	18.7	0.1	0.8965	-
AC090517.5	84.9	0	0.8965	-
WRB-SH3BGR	27.4	0.2	0.8965	-
ZYG11B	1207.7	0	0.8966	-
AC008736.2	7.3	0.2	0.8966	-
TRMT11	222.8	0	0.8967	-
LRRC32	3218	0	0.8967	-
FAU	3545.3	0	0.8967	-
AL121929.2	9.2	0.2	0.8967	-
AL122125.1	10.8	-0.1	0.8967	-
GOLGA8J	7.4	0.2	0.8969	-
AL109811.2	52	-0.1	0.8969	-
ANKRD11	4308.4	0	0.897	-
LYSMD1	111.1	0	0.8972	-
KIF24	24.6	0.1	0.8972	-
AC108676.1	9.2	0.2	0.8972	-
LINC00847	190.7	0	0.8972	-
AC083805.3	8.9	-0.2	0.8972	-
MID1IP1	974.3	0	0.8974	-
OR2A1-AS1	22.7	-0.2	0.8974	-
HELB	116	0	0.8976	-
MTX2	398.7	0	0.8976	-
DCAF16	607.3	0	0.8976	-
ANTXR1	14499.4	0	0.8976	-
TEX21P	8.4	0.2	0.8976	-
AC108863.1	11	-0.3	0.8976	-
SNHG22	8.1	0.2	0.8976	-
AC024075.2	84.4	0	0.8976	-
FP565260.1	196.9	-0.1	0.8976	-
ZNF511-PRAP1	8.8	0.9	0.8976	-
CPTP	304.8	0	0.8977	-
MRPS34	522.9	0	0.8978	-
CENPT	679	0	0.8978	-
COA5	356.7	0	0.8978	-
DRAXIN	7.9	0.2	0.8979	-
NOXA1	19.7	0.1	0.8979	-
LINC01560	18.5	0.1	0.8979	-
HIST1H4I	83.4	0	0.8979	-
TNFRSF1A	3872.3	0	0.898	-
HIGD2A	669.4	0	0.898	-
WDR46	676.4	0	0.898	-
AL122010.1	12.6	-0.1	0.8981	-
ZCWPW1	173.8	0	0.8982	-
HADH	598	0	0.8982	-
SPEF2	146.4	-0.1	0.8982	-
MEMO1	481.9	0	0.8982	-
COG8	637.8	0	0.8982	-
AC008507.3	19	-0.1	0.8982	-
TERF2	473.1	0	0.8984	-
AC099343.3	31.1	-0.1	0.8984	-
LINC01547	36.6	-0.1	0.8986	-
RPL12P16	15.4	-0.1	0.8986	-
SDCBP2	38.2	-0.1	0.8987	-
CNOT6	590.9	0	0.8989	-
CDC42BPA	2443.1	0	0.8989	-
RABGGTA	283.8	0	0.899	-
DCAF15	191.7	0	0.899	-
ISY1	496.9	0	0.899	-
NEURL1	6.5	0.2	0.8992	-
ZSCAN16	26	0.1	0.8993	-
SPATA1	12	-0.2	0.8994	-
CD109	3908	0	0.8994	-
PCOLCE2	884.9	0.2	0.8994	-
SHOX2	197.1	0.1	0.8994	-
CDCA2	39.1	0.1	0.8994	-
GCSHP3	7	-0.5	0.8994	-
RIMS4	19.4	0.2	0.8995	-
HAS3	15.8	0.1	0.8996	-
TMEM258	785	0	0.8996	-
SBNO1	1272.7	0	0.8996	-
MAGI2	544	-0.1	0.8996	-
TOP1	1500.8	0	0.8996	-
PPP1R26-AS1	13.2	-0.2	0.8996	-
AL356056.1	16.3	-0.1	0.8996	-
LINC01238	14.9	0.1	0.8996	-
AC005258.1	8	-1	0.8996	-
HIST1H3H	13.6	-0.2	0.8996	-
RHOF	54.4	0	0.8999	-
RPL17	13439.7	0	0.8999	-
AC011446.1	19.6	-0.1	0.8999	-
AC245884.8	6.3	-0.2	0.8999	-
AC020910.5	32	0.1	0.8999	-
SLC5A2	10.5	-0.2	0.9	-
NME2	4206.4	0	0.9	-
PRDM16	55.4	0.1	0.9001	-
CDC20P1	17.4	0.1	0.9001	-
AL139339.1	6.4	0.2	0.9001	-
U62317.2	32.1	-0.1	0.9001	-
ST20	51.3	0	0.9002	-
ZNF33B	303.4	0	0.9002	-
AL357054.4	17.5	-0.1	0.9002	-
DDX50	906.4	0	0.9003	-
PTPN14	3037.5	0	0.9003	-
NMRAL2P	64.8	0.1	0.9003	-
ENTPD3-AS1	30.6	0.1	0.9003	-
RNF215	305.6	0	0.9005	-
AL031600.3	17.7	-0.3	0.9005	-
FMOD	14907.8	0	0.9006	-
LINC01410	43.4	0.2	0.9006	-
LINC00939	10.6	0.2	0.9006	-
FAM184B	20.2	-0.1	0.9007	-
ZC3H11A	2897.9	0	0.9007	-
LRRC47	719	0	0.9007	-
REV1	411.6	0	0.9007	-
INO80E	650	0	0.9007	-
LINC01291	25.1	0.2	0.9007	-
CR786580.1	19.4	0.1	0.9007	-
CEACAM22P	8.1	-0.2	0.9009	-
TF	67.5	0.2	0.9011	-
LENG1	70.3	0	0.9011	-
UPK1A	11.4	0.2	0.9011	-
TSPAN12	27.7	0.1	0.9011	-
WDR35	486.7	0	0.9011	-
RIOX1	181.1	0	0.9011	-
DENND2C	91.6	0.1	0.9011	-
SLX1A-SULT1A3	107.2	0.1	0.9011	-
DARS-AS1	29.7	-0.1	0.9011	-
NPIPB11	67.3	0.1	0.9011	-
AC023301.1	10.3	0.4	0.9011	-
AL355001.2	28.5	-0.1	0.9011	-
STX1A	168.5	0	0.9013	-
RCL1	95.3	0	0.9013	-
NAT9	505.3	0	0.9014	-
RPL18	7969	0	0.9015	-
TBCCD1	164.8	0	0.9015	-
RFC3	73	0	0.9015	-
PURG	41.1	0.1	0.9015	-
AC007383.2	39.3	-0.1	0.9015	-
AC007333.2	15	-0.1	0.9015	-
FAP	3163.1	0	0.9017	-
LINC01970	8.2	0.2	0.9017	-
LINC02575	8.6	-0.2	0.9018	-
GATD3B	745.1	0	0.9018	-
AC125494.1	60.4	-0.2	0.9019	-
MED14OS	8.2	-0.2	0.9019	-
LINC00891	14.4	0.2	0.9019	-
GDPD3	65.6	-0.1	0.9021	-
ZC3H7B	3954.4	0	0.9023	-
KLHDC4	259.1	0	0.9023	-
GPKOW	330.4	0	0.9024	-
CENPM	6.6	0.2	0.9024	-
SPDYE2	17	0.2	0.9024	-
PLXND1	3558.4	0	0.9026	-
TTLL7	489.5	0	0.9026	-
OAZ3	15.1	0.1	0.9026	-
ZNF202	143.8	0	0.9026	-
LIMCH1	408.2	0	0.903	-
RRP15	262.8	-0.1	0.903	-
SENP1	413.4	0	0.903	-
ARMC6	352.8	0	0.903	-
ELMOD3	380.4	0	0.903	-
SF3B1	7682.1	0	0.903	-
RUNX2	135.7	0.1	0.903	-
ANO1	1304.4	-0.2	0.903	-
BLOC1S1	655.3	0	0.903	-
CWF19L2	254.2	0	0.903	-
MT-TF	13.2	0.3	0.903	-
HAND2-AS1	17	-0.2	0.903	-
ASB3	426.5	0	0.9035	-
MRPS2	465.7	0	0.9035	-
OSBPL11	320.9	0	0.9035	-
SFMBT1	106.4	0.1	0.9035	-
SPACA9	152.4	0	0.9035	-
PSMD2	4164.1	0	0.9035	-
AC106786.1	10.9	-0.1	0.9035	-
LINC01949	29.5	-0.1	0.9035	-
AC245052.4	10.9	0.1	0.9035	-
AC004148.2	63.3	0	0.9035	-
AC009948.4	7.8	0.2	0.9035	-
AL009176.1	11.8	0.2	0.9037	-
SLC12A2	494.9	0	0.9038	-
LAMP3	12.7	0.3	0.9038	-
RPL19	17604.6	0	0.9038	-
MFSD9	191	0	0.9038	-
DHRS1	297.8	0	0.9038	-
EIF2AK3	520.1	0	0.9038	-
SIX5	425.1	0	0.9038	-
RPL23AP49	25.7	-0.2	0.9038	-
AC125494.2	10.8	-0.1	0.9038	-
AC091060.1	8.7	0.2	0.9038	-
AC004967.2	29.2	0.1	0.9038	-
NEFH	35.2	-0.3	0.9039	-
PFKFB2	331.7	0	0.9039	-
C11orf1	146.5	0	0.9039	-
NUDT8	18.2	-0.1	0.9039	-
AF001548.2	26.3	-0.1	0.9039	-
VSTM2L	24.3	-0.2	0.904	-
ATAD5	36.3	-0.1	0.904	-
DUSP28	59.6	0	0.904	-
AC092933.1	9.1	-0.2	0.904	-
NTRK3	11.6	0.3	0.9041	-
AC253536.3	8.7	-0.2	0.9042	-
AC097374.1	159.5	-0.2	0.9042	-
CHMP1B2P	6.9	0.2	0.9042	-
RSF1	1585.7	0	0.9043	-
KIF3C	653.3	0	0.9044	-
MFAP5	1278.2	-0.2	0.9045	-
MGAT4A	11.4	0.2	0.9046	-
INCA1	64.4	0	0.9047	-
RRBP1	11704.8	0	0.9048	-
TARS2	298.9	0	0.9048	-
MED27	279.2	0	0.9048	-
PEX11A	150.2	0	0.9048	-
SLC23A1	7.9	-0.2	0.9048	-
SMG1P4	35.1	0.3	0.9048	-
VARS	1016.6	0	0.9048	-
AC254562.3	8.4	0.2	0.9048	-
MIR1915HG	38.3	0.1	0.9049	-
CHURC1-FNTB	50.6	-0.1	0.9052	-
AIFM1	421.4	0	0.9052	-
POLR1C	230.8	0	0.9052	-
LINC01562	10.7	-0.1	0.9052	-
AC009060.1	7	-0.5	0.9052	-
JKAMP	986	0	0.9055	-
ELOB	1674.3	0	0.9055	-
PATJ	240.5	0	0.9055	-
GSTT2B	221.6	-0.2	0.9055	-
DBT	679.5	0	0.9055	-
ATP8B2	8624.2	0	0.9055	-
NDUFS6	443.4	0	0.9055	-
PRDM8	838.9	0.1	0.9055	-
USP1	546.7	0	0.9055	-
RELN	101.3	0.2	0.9055	-
MMP23B	85	-0.1	0.9055	-
EIF4EP2	12.1	-0.9	0.9055	-
LIMD1-AS1	56.8	0	0.9055	-
CCPG1	3277.6	0	0.9055	-
AL162258.1	58.2	0	0.9055	-
AC091982.3	19.3	0.1	0.9055	-
TBCE	575.8	0	0.9055	-
PSMA3	851.9	0	0.9057	-
SRP14	4208.2	0	0.9057	-
AC005070.3	20.4	-0.1	0.9058	-
SPOCK2	7.2	0.2	0.906	-
SHTN1	165.5	0	0.906	-
AL391834.2	13.6	-0.1	0.906	-
CTR9	2493.7	0	0.9061	-
UBE2S	256	0	0.9062	-
NDUFC1	378.4	0	0.9062	-
AC018638.4	142.9	0	0.9062	-
AC020915.5	61.2	0.1	0.9062	-
AC013403.2	7	0.2	0.9064	-
CCDC80	174021	-0.1	0.9066	-
RASIP1	56.6	-0.1	0.9066	-
GNAI2	6693.4	0	0.9066	-
ASH2L	704.3	0	0.9066	-
CREBZF	1178.8	0	0.9066	-
ADAMTS4	73.8	-0.1	0.9066	-
SPATA17	19.9	0.1	0.9066	-
CSNK1G1	556.3	0	0.9066	-
GPN1	557.2	0	0.9066	-
AL031772.1	8.1	-0.2	0.9066	-
RPL23AP1	9.7	-0.3	0.9066	-
ST6GALNAC5	12.8	0.1	0.9069	-
EML1	2859.4	0	0.9072	-
HILPDA	206.2	-0.1	0.9072	-
ITM2C	3689.1	0	0.9072	-
ATCAY	10.3	-0.2	0.9072	-
ZSWIM9	303.7	0	0.9072	-
TEKT4P2	145.7	-0.1	0.9072	-
MUC19	13.9	-0.3	0.9072	-
LINC01761	26.3	-0.1	0.9072	-
C12orf75	2086.5	0	0.9072	-
AL117378.1	11.3	-0.1	0.9072	-
AL139385.1	17.8	-0.1	0.9072	-
AC006064.6	105.6	-0.2	0.9072	-
CDK14	1336.3	0	0.9073	-
MRPL22	223.6	0	0.9073	-
HOXA5	140.9	0.1	0.9073	-
SH3RF1	562.6	0	0.9073	-
TMEM9B-AS1	56.7	-0.1	0.9073	-
MUTYH	121	0	0.9074	-
AP000759.1	12.2	-0.1	0.9074	-
ZNF532	2982	0	0.9075	-
NACA3P	10.6	0.2	0.9075	-
KRAS	770.4	0	0.9075	-
TROAP	7.9	-0.2	0.9075	-
XRCC2	25.8	0.1	0.9075	-
RYR3	33.7	-0.3	0.9075	-
TPTE2P1	14.5	0.2	0.9075	-
CCNJ	119.1	0	0.9076	-
FKBP15	1247.8	0	0.9076	-
VAMP7	939.8	0	0.9076	-
EREG	9.6	-0.2	0.9076	-
BFSP1	55.1	-0.1	0.9076	-
ILKAP	355.6	0	0.9076	-
FBXO44	405.5	0	0.9076	-
CNPY3	538.8	0	0.9076	-
VARS2	372.4	0	0.9076	-
ATP5MPL	677.8	0	0.9076	-
LBHD1	85.9	0	0.9076	-
TMEM71	10.1	-0.2	0.9076	-
SGPL1	775.7	0	0.9076	-
ZNF771	113	0	0.9076	-
ARL15	668.7	0	0.9076	-
AC114267.1	22.3	-0.1	0.9076	-
PEAR1	126.1	-0.1	0.9076	-
TRBC2	19.8	-0.2	0.9076	-
AC145625.1	13.9	0.1	0.9076	-
NME1	273.8	0	0.9076	-
AC137767.1	31.8	0.1	0.9076	-
DTX2P1-UPK3BP1-PMS2P11	139.7	0	0.9076	-
AC112220.2	45.7	-0.1	0.9076	-
AC092042.3	16.1	-0.2	0.9076	-
MRPL45	656.2	0	0.9076	-
AL009031.1	13.9	0.1	0.9076	-
AC093668.2	52.8	0.1	0.9076	-
AL132633.1	6.8	0.2	0.9076	-
AC127035.1	15.2	-0.1	0.9076	-
NR2C1	480	0	0.9077	-
SCPEP1	2685.9	0	0.9077	-
ANKRD17	2613.6	0	0.9077	-
ZNF219	738.6	0	0.9077	-
PRR5	357.4	0.1	0.9077	-
LINC02582	6.2	-0.2	0.9077	-
CD99	8299.7	0	0.9078	-
GHR	114	-0.1	0.9078	-
RAB8B	2550.6	0	0.9078	-
ZBTB43	319.2	0	0.9078	-
SEZ6L2	576.7	0	0.9078	-
ANKDD1B	13.2	-0.2	0.9078	-
ALKBH2	136.3	0	0.9078	-
WWP2	542.1	0	0.9078	-
SMIM7	737.6	0	0.9078	-
GEMIN2	78.5	0	0.9079	-
BOLA3	125	0	0.9079	-
OSGIN2	372.2	0	0.9079	-
CHRNA5	7.1	-0.2	0.9079	-
MMP17	190	0.1	0.9079	-
UBA52	6791.9	0	0.9079	-
